item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase,frecuencia,estacionalidad,tendencia,intermitente
612,pro plan kitten 3kg ar,cachorros,alimento,36370,25386,109,4,0.015,5050,,,1,
960,big round aluminum blue (my family),placas identificacion,accesorio,7130,5514,15,2,0.001,500,-1.0,1.0,1,1.0
1570,jaula aves peq. diseños,hogar-transporte,accesorio,14180,10375,35,0,0.004,500,-1.0,1.0,0,1.0
725,zeus nosh hueso flex cachorro sabor pollo s,juguetes,accesorio,6490,4863,13,1,0.001,500,-1.0,1.0,1,1.0
683,purple big circle bone (my family),placas identificacion,accesorio,15490,10726,38,0,0.004,900,-1.0,1.0,0,1.0
98,correa retractil,paseo,accesorio,12990,9290,31,0,0.004,1150,-1.0,0.0,0,1.0
804,corral pequeños animales a.c,enriquecimiento ambiental,accesorio,35390,25494,74,2,0.001,500,-1.0,1.0,1,1.0
1597,pawise little monster verde,juguetes,accesorio,5790,4345,12,1,0.001,500,-1.0,0.0,1,1.0
406,coastal lazer brite collar lime skulls l,paseo,accesorio,15990,11280,39,0,0.004,500,,,0,
502,pack dieciochero perro adulto,hogar-transporte,accesorio,68990,53202,144,2,0.001,1150,,,1,
1071,bravecto gatos 6.25 a 12.5 kg,antiparasitarios,medicamento,34800,23845,64,1,0.0002,600,-1.0,1.0,1,1.0
1056,nutrience original adult cat 2.5 kg,adultos,alimento,19530,15228,59,3,0.015,5100,-1.0,1.0,1,1.0
929,parka t/7 cata pets,ropa,accesorio,23800,16825,50,2,0.001,500,-1.0,0.0,1,1.0
779,zeedog phantom collar cat,paseo,accesorio,4880,3630,10,1,0.001,500,,,1,
200,pawise hollow pollito,juguetes,accesorio,5790,4183,12,0,0.001,500,,,0,
134,botella 1000 ml peq animales,comederos,accesorio,8490,5737,21,3,0.004,750,-1.0,1.0,1,1.0
1051,zd midnight collar large,paseo,accesorio,12900,8868,27,1,0.001,500,,,1,
40,tx toallas para calzon celo 10 pz xs-s-m,higiene,accesorio,1590,1228,3,0,0.004,500,-1.0,1.0,0,1.0
1017,pawise little monster naranja,juguetes,accesorio,5790,4099,12,6,0.001,500,,,1,
230,i love you (my family),placas identificacion,accesorio,17560,13427,43,4,0.004,900,-1.0,1.0,1,1.0
1513,key ring (my family),placas identificacion,accesorio,6190,4705,13,1,0.001,500,-1.0,1.0,1,1.0
378,zd artsy h-harness medium,paseo,accesorio,16900,13330,36,1,0.001,500,-1.0,1.0,1,1.0
288,zeus arnes fig.a  m  rojo,paseo,accesorio,10990,7418,23,1,0.001,500,0.0,0.0,1,1.0
418,glicopan 125mlcu,vitaminas,medicamento,12590,8761,24,2,0.0002,500,-1.0,1.0,1,1.0
1698,brit care sensitive venison & potato 12 kg,adultos,alimento,74990,57999,226,0,0.015,2550,-1.0,1.0,0,1.0
391,pawise repuesto pasto sanitario,higiene,accesorio,17990,11959,45,1,0.004,1350,,,1,
592,dogit bebedero gravedad 1 lt,bebederos,accesorio,6990,4659,17,2,0.004,1000,,,1,
1522,shampoo traper espuma seca perro 170 cc,higiene,medicamento,4990,3284,10,0,0.0002,500,-1.0,1.0,0,1.0
1162,zeedog skull leash large,paseo,accesorio,15900,10387,34,1,0.001,500,-1.0,1.0,1,1.0
1086,"zeus bozal alpha ""s""",paseo,accesorio,20990,16085,44,1,0.001,700,-1.0,1.0,1,1.0
1495,pala sanitaria (granulos) negro,higiene,accesorio,4190,2795,10,0,0.004,1200,-1.0,1.0,0,1.0
647,royal can. shn. medium adult 15 kgr.,adultos,alimento,85410,58637,257,3,0.015,5600,-1.0,1.0,1,1.0
1152,coastal new earth collar de soya menta l,paseo,accesorio,12590,8323,27,2,0.001,500,,,1,
1367,collar gato cinta colores g.a,paseo,accesorio,3200,2217,7,5,0.004,700,-1.0,1.0,1,1.0
520,bravery lamb mini adulto small breed 7 kg,adultos,alimento,43990,32145,132,2,0.015,500,-1.0,1.0,1,1.0
64,zeedog honey adjustable air mesh harness extra small,paseo,accesorio,15100,9898,31,2,0.001,500,-1.0,1.0,1,1.0
14,pro plan sensitive skin m/l 3kg ar,adultos,alimento,30830,21186,93,0,0.015,4500,-1.0,1.0,0,1.0
1180,sand collar medium,paseo,accesorio,10900,8491,22,0,0.001,500,-1.0,1.0,0,1.0
1064,zd army green collar extra small,paseo,accesorio,7900,5674,17,0,0.001,500,-1.0,1.0,0,1.0
492,coastal style collar bones m,paseo,accesorio,8800,5813,19,0,0.001,500,-1.0,1.0,0,1.0
379,monge vs hepatic dog 2 kg,adultos,alimento,24990,18616,75,3,0.015,1950,,,1,
187,small bone chromed brass (my family),placas identificacion,accesorio,9200,6269,22,0,0.004,1000,,,0,
763,zeedog neopro tangerine cat collar,paseo,accesorio,4900,3899,10,2,0.001,500,-1.0,1.0,1,1.0
216,poleron t/2 cata pets,ropa,accesorio,9990,7041,21,0,0.001,500,-1.0,0.0,0,1.0
791,coastal comfort soft arnes azul xs,paseo,accesorio,15990,11643,34,1,0.001,500,-1.0,1.0,1,1.0
1076,noon collar extra small,paseo,accesorio,8900,6089,19,1,0.001,500,-1.0,1.0,1,1.0
878,pack huron acare,hogar-transporte,accesorio,65990,45258,139,0,0.001,1300,-1.0,1.0,0,1.0
337,monge medium sen chicken de 3 kg,senior,alimento,26190,17370,80,1,0.015,2900,-1.0,1.0,1,1.0
719,zeedog prisma adjustable air mesh harness medium,paseo,accesorio,23900,17000,58,3,0.004,1450,-1.0,1.0,1,1.0
1748,zd army green leash large,paseo,accesorio,16900,13332,36,1,0.001,500,,,1,
295,coastal sublime collar cubes l,paseo,accesorio,16990,13047,36,3,0.001,500,-1.0,1.0,1,1.0
1016,zeedog atlanta h-harness large,paseo,accesorio,19830,15743,42,0,0.001,750,-1.0,0.0,0,1.0
1275,proplan sterilized cat 7.5 kilos,adultos,alimento,41000,29985,124,2,0.015,3100,,,1,
1750,small bone golden brass (my family),placas identificacion,accesorio,9200,6836,19,1,0.001,500,-1.0,1.0,1,1.0
1485,gotham flyharness size 4,paseo,accesorio,37900,26830,79,3,0.001,700,-1.0,1.0,1,1.0
815,puzzle ruff leash large,paseo,accesorio,23900,16592,50,0,0.001,700,-1.0,1.0,0,1.0
269,apoquel 16 mg x 20 comprimidos,antialergico,medicamento,42330,27941,78,0,0.0002,600,,,0,
995,furminator grooming rake for dog/cat,grooming,accesorio,12820,9097,27,2,0.001,550,-1.0,1.0,1,1.0
201,zeedog gotham cat collar,paseo,accesorio,4880,3494,10,2,0.001,500,-1.0,0.0,1,1.0
161,english bulldog (my family),placas identificacion,accesorio,17560,13684,43,1,0.004,1200,-1.0,1.0,1,1.0
1579,cloranfenicol spray 80 gr.,antibiotico,medicamento,7590,5074,14,0,0.0002,500,-1.0,0.0,0,1.0
729,botella 500 ml peq animales,comederos,accesorio,6500,4225,13,0,0.001,500,-1.0,1.0,0,1.0
401,coastal maslow plato dry ears gris 887 ml,paseo,accesorio,11990,8778,25,0,0.001,500,-1.0,1.0,0,1.0
702,planet dog tug hueso azul,juguetes,accesorio,17990,11886,38,0,0.001,500,-1.0,1.0,0,1.0
1500,coastal lazer brite trailla skulls s,paseo,accesorio,9990,7966,21,0,0.001,500,,,0,
1129,zeedog split leash large,paseo,accesorio,16900,13266,42,2,0.004,500,-1.0,1.0,1,1.0
565,arnés adjustable cat ,paseo,accesorio,12990,9741,27,25,0.001,500,-1.0,1.0,1,1.0
1413,pawise fetch it elefante,juguetes,accesorio,6990,4899,14,0,0.001,500,-1.0,1.0,0,1.0
1021,zeedog maze adjustable air mesh harness small,paseo,accesorio,19300,13056,41,0,0.001,600,-1.0,1.0,0,1.0
1025,l.w. bebedero hermetico 400 ml,bebederos,accesorio,8490,5529,18,0,0.001,500,-1.0,1.0,0,1.0
1411,coastal style collar resolve xs,paseo,accesorio,6990,5452,17,0,0.004,500,,,0,
1585,hartz tiny dog jungle plush dog toy,juguetes,accesorio,4290,3320,9,0,0.001,500,,,0,
1104,pala sanitaria (granulos) rosada,higiene,accesorio,4190,3088,10,2,0.004,500,,,1,
205,royal canin fhn light -17%,weight control,alimento,20470,14805,62,1,0.015,4550,,,1,
34,daisy (my family),placas identificacion,accesorio,17560,12499,37,1,0.001,500,,,1,
1451,bowl 18 cm,comederos,accesorio,5990,4550,12,1,0.001,500,,,1,
1478,blast h-harness medium,paseo,accesorio,16900,12080,42,0,0.004,500,,,0,
1390,zeedog ella collar medium,paseo,accesorio,10900,8564,26,0,0.004,1350,,,0,
91,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480,31458,127,12,0.015,500,,,1,
1363,superpet gato omega,suplementos,medicamento,7990,6075,17,0,0.001,500,,,0,
897,nexgard 68mg x 1 tab.masticable 10-25k,ant. ext.,medicamento,13290,9507,25,12,0.0002,500,,,1,
564,zeedog neopro bubblegum collar large,paseo,accesorio,14850,11041,37,0,0.004,1200,,,0,
1369,zeedog maze cat collar,paseo,accesorio,4900,3821,10,0,0.001,500,,,0,
776,royal can. fhn growth kitten 36 2kg.,cachorros,alimento,15740,11889,47,3,0.015,2400,,,1,
241,coastal style collar brown paw m,paseo,accesorio,9290,7018,20,0,0.001,500,,,0,
13,nutram total grain-free trout & salmon meal dog food 11.4kg,adultos,alimento,87580,60900,264,0,0.015,3900,,,0,
315,zeedog phantom h-harness large,paseo,accesorio,19830,14432,49,2,0.004,500,,,1,
600,arnes nacional extra grande a. doctor,paseo,accesorio,9590,6677,20,4,0.001,500,,,1,
387,royal gastrointestinal canine 385 grs. (lata),latas medicadas,alimento,5240,3449,16,4,0.015,1800,,,1,
1297,mixantip plus 50 gr,antibiotico,medicamento,23990,18690,45,4,0.0002,500,,,1,
166,lw mordillo de mimbre natural,enriquecimiento ambiental,accesorio,2790,1864,6,0,0.001,500,,,0,
840,collar isabelino 20 cm nº(4),higiene,medicamento,6990,4896,13,7,0.0002,500,,,1,
20,parka premium perro,ropa,accesorio,26990,17637,57,21,0.001,750,,,1,
646,educador sanitario perro gato,higiene,accesorio,6850,4748,14,2,0.001,500,,,1,
1508,lw bebedero vidrio  eco +  - 355 ml,bebederos,accesorio,9720,6387,20,1,0.001,500,,,1,
1154,revolution plus 0.5 ml (2.5 a 5 kg) x 1p,ant. ext.,medicamento,13290,10149,25,9,0.0002,500,,,1,
1528,zeedog ella leash extra small,paseo,accesorio,10860,7923,22,0,0.001,500,,,0,
831,marina termocalefactor pre-set 50w- 15cm,enriquecimiento ambiental,accesorio,26990,19750,66,1,0.004,1850,,,1,
1267,blocks collar medium,paseo,accesorio,10900,8629,22,0,0.001,500,,,0,
1590,brit care cat kitten fillets in gravy with tender turkey 85 ,humedo,alimento,2200,1460,8,0,0.015,3150,,,0,
562,zd smash h-harness small,paseo,accesorio,13900,10558,29,0,0.001,600,,,0,
957,pink led leash large,paseo,accesorio,16900,11151,36,1,0.001,500,,,1,
189,gel otico plus x 11.5 grs.,otico,medicamento,17150,11611,32,0,0.0002,500,,,0,
975,blister dispensador / bolsas fecas klint,higiene,accesorio,4190,3109,9,0,0.001,500,,,0,
699,brit care duck endurance 3 kg,adultos,alimento,24990,19967,75,3,0.015,4250,,,1,
1499,urinary care c/d hills 82 gr,latas medicadas,alimento,1350,1042,4,1,0.015,4400,,,1,
1705,royal canin bhn dachshund 2.5 kilo,razas,alimento,27650,19373,83,0,0.015,750,,,0,
510,zeedog nara leash large,paseo,accesorio,16900,11265,42,1,0.004,500,,,1,
1082,pro plan adult cat 3kg ar,adultos,alimento,32640,22427,98,4,0.015,4700,,,1,
474,coastal style collar plaid  l,paseo,accesorio,8990,6254,19,2,0.001,500,,,1,
1584,zeedog super pear,juguetes,accesorio,9870,7153,21,2,0.001,500,,,1,
856,big round aluminum purple (my family),placas identificacion,accesorio,7130,5097,15,1,0.001,500,,,1,
747,nutram sound balanced wellness puppy food 11.4kg,cachorros,alimento,69670,49153,209,0,0.015,3050,,,0,
252,brit care cat tuna with chicken and milk 70grs,latas,alimento,1900,1282,6,0,0.015,500,,,0,
21,ultrafil plusx 20ml gotas,otico,medicamento,15990,12480,30,3,0.0002,500,,,1,
1337,capa polar chiporro t/5 cata pets,ropa,accesorio,13490,9249,28,3,0.001,500,,,1,
459,kong wobbler cat small,juguetes,accesorio,18990,13248,39,0,0.001,550,,,0,
1184,hartz duraplay ball medium,juguetes,accesorio,5990,4214,14,2,0.004,500,,,1,
276,le salon essentials rasqueta larga,grooming,accesorio,10790,7783,22,0,0.001,500,,,0,
955,dispensador small,juguetes,accesorio,6990,5214,14,45,0.001,500,,,1,
1215,le salon cepillo alisador goma large,grooming,accesorio,10690,7225,22,0,0.001,500,,,0,
385,repelente exteriores perro/gato -500ml,higiene,accesorio,21990,17135,46,0,0.001,500,,,0,
805,coastal lazer brite collar rainbow hearts xs,paseo,accesorio,6990,4990,14,2,0.001,500,,,1,
1437,zd violet air-leash,paseo,accesorio,37900,28340,79,1,0.001,550,,,1,
1515,zeus nosh hueso flex cachorro sabor tocino m,juguetes,accesorio,8990,6338,19,1,0.001,500,,,1,
343,artriofin 88 mg. x 10 comp.,analgesico,medicamento,18060,13666,34,4,0.0002,500,,,1,
769,coastal sparkle collar broche metal  azul xs,paseo,accesorio,13990,9331,29,1,0.001,500,,,1,
1332,zeedog atlanta collar medium,paseo,accesorio,10900,7104,22,4,0.001,500,,,1,
1685,royal can. obesity canine 1.5 kg.,medicados,alimento,17780,13986,54,4,0.015,3100,,,1,
130,coastal maslow  plato pup verde 384 ml,paseo,accesorio,6990,4981,14,0,0.001,500,,,0,
1687,capa arnè talla 1 cata pets,ropa,accesorio,13490,10788,28,1,0.001,500,,,1,
871,big bone bronx studs xl (my family),placas identificacion,accesorio,13330,10505,28,2,0.001,600,,,1,
1123,zeus arnes fig.h xl rojo,paseo,accesorio,17790,14010,43,2,0.004,1350,,,1,
1396,nt total grain-free small breed chicken & turkey dog food 2k,adultos,alimento,27750,19747,83,0,0.015,3300,,,0,
87,mamistop 100 gr. (gato),suplemento,medicamento,6250,4441,12,3,0.0002,500,,,1,
1482,feline  k/d  lata x 156gr,latas medicadas,alimento,7640,5365,24,9,0.015,4550,,,1,
330,miracanis pasta ,digestivo,medicamento,7540,5841,14,1,0.0002,500,,,1,
1238,rasguñador torre sky,hogar-transporte,accesorio,163590,127605,400,0,0.004,700,,,0,
466,zd crimson air-leash,paseo,accesorio,37900,25365,93,0,0.004,1100,,,0,
121,zd bordeau ruff leash large,paseo,accesorio,23900,16852,50,1,0.001,600,,,1,
1638,kitten pouch 85gr,humedo,alimento,2330,1639,8,19,0.015,500,,,1,
1044,zd bordeau adjustable air mesh harness small,paseo,accesorio,19300,14158,41,1,0.001,500,,,1,
1724,brit care cat grain-free sterilized weight control 2 kg,weight control,alimento,17990,12936,55,0,0.015,800,,,0,
1095,pro plan sensitive dog salmon y arroz lata 370 grs,latas medicadas,alimento,4800,3521,14,0,0.015,2600,,,0,
1130,zeedog atlanta leash large,paseo,accesorio,16840,11474,41,2,0.004,500,,,1,
1294,coastal glow in the dark collar cat,paseo,accesorio,10490,8065,22,1,0.001,500,,,1,
860,i'm the king (my family),placas identificacion,accesorio,17560,12995,43,0,0.004,1000,,,0,
1459,pileran gotas,digestivo,medicamento,17450,11405,33,0,0.0002,500,,,0,
1126,complete grain free ferret diet 2.5kg.,alimento exoticos,accesorio,37790,29584,79,0,0.001,750,,,0,
